283132,ENGTTkF,2,13703118860,JfIwWfz@sina.com,96,20190405091203,0
992766,nwBSdq,1,18137768789,xIDjbN@126.com,76,20190405091203,1
335968,sWlseh,1,18612186109,jcHPkVA@189.com,20,20190405091203,0
345775,DDIMOco,1,13590708185,TbVAZ@sohu.com,10,20190405091203,0
686423,LMVXbhN,2,17800045578,RUujgIF@qq.com,38,20190405091203,2
294649,GcxxIZT,1,17093455146,QnfoEUb@189.com,45,20190405091203,1
809987,YmeHXr,2,18609743469,djxnGek@sohu.com,4,20190405091203,1
805932,hfuXWD,1,17394091165,mOpOpmd@139.com,20,20190405091203,2
418335,LbsTAm,1,18357318130,aHxbNU@buaa.edu.cn,51,20190405091203,1
785379,AyciLn,1,13155377607,HPrVrj@189.com,58,20190405091203,0
833060,VATRrd,1,15523269336,erjdM@aliyun.com,70,20190405091203,2
290475,BcpJlcJ,1,15101571688,JXCdr@qq.com,17,20190405091203,2
959009,SRRtM,2,18508611574,qjAde@buaa.edu.cn,86,20190405091203,1
874478,GhknHUV,2,13161830792,TobhFHm@189.com,60,20190405091203,0
607405,dMacB,1,18811713963,nwiHhph@tom.com,87,20190405091203,2
400366,YDZLb,2,15996036776,kMWtXXE@139.com,84,20190405091203,1
534869,zpcxtXe,2,15191968701,mFpeqPO@163.com,48,20190405091203,1
816146,NRFmQ,1,15316641730,LvVod@163.com,55,20190405091203,2
231289,bAedh,1,13788345235,teGmQ@139.com,92,20190405091203,1
810410,vqGEs,1,18948556865,yKTcL@buaa.edu.cn,9,20190405091203,1
124970,DcLqToE,1,13099167830,bglWV@aliyun.com,68,20190405091203,2
196805,rcOabPN,1,15113410922,ZoSbbb@aliyun.com,38,20190405091203,2
802032,JXIEM,2,19949954337,emljky@buaa.edu.cn,90,20190405091203,1
412438,VKhUy,1,14744711007,DeeMAE@aliyun.com,44,20190405091203,1
551482,XWsJpSC,1,18035827024,zHMlfJ@tom.com,36,20190405091203,1
592216,Bzhfxp,1,15713793493,jZbPEVs@139.com,94,20190405091203,0
218491,HfbKTj,1,18357816853,mfDVcR@buaa.edu.cn,63,20190405091203,2
217982,MgbmK,1,18169156850,llCph@139.com,19,20190405091203,1
639646,aouxoUM,1,13587889859,ppznMGn@sina.com,73,20190405091203,0
757371,KdGxR,2,18059611151,ipWjRHT@189.com,85,20190405091203,1
300852,mMnzi,2,18473559271,KkoWQ@tom.com,87,20190405091203,2
127733,poSyD,1,13144796553,GOlzZx@tom.com,38,20190405091203,0
395524,OuQhr,2,13324182252,vdrdkDQ@189.com,60,20190405091203,0
391134,MrMTk,1,17799324680,zYDzHz@buaa.edu.cn,91,20190405091203,2
299627,rOijt,2,17696113293,UskyDQ@sohu.com,37,20190405091203,1
327745,VzIzd,2,18654131441,XYZqR@189.com,52,20190405091203,2
136306,QqVCJe,1,15807897259,bHcskmy@qq.com,57,20190405091203,2
848738,pLEqr,2,18115869221,zuJBh@sina.com,31,20190405091203,2
808640,TUaao,1,18543932143,sezDrxC@189.com,8,20190405091203,2
473584,jhcCi,1,17789036991,TvZxeyC@126.com,69,20190405091203,2
407409,VZWxLD,2,17813331629,RCRgPo@tom.com,13,20190405091203,1
658211,TBkdVd,2,13244552792,MEWqos@139.com,62,20190405091203,0
727920,WgFMj,2,15368710717,fNuOAOG@126.com,93,20190405091203,1
653485,FoMJqQ,2,15587576027,FxFhD@sina.com,14,20190405091203,0
743427,utxTg,2,15589797867,qWiDTa@buaa.edu.cn,100,20190405091203,2
538024,dekTHYL,2,13277681608,pNGmIFs@126.com,42,20190405091203,2
723302,XRCzuZa,1,17673017925,FWzKO@139.com,43,20190405091203,1
350247,WhUJCNj,2,15839135087,AnFGl@126.com,81,20190405091203,2
489672,fwnjO,1,15605860965,NAHFuXz@139.com,31,20190405091203,1
245092,aeGAP,1,18689246740,OyLaR@aliyun.com,29,20190405091203,0
151660,gOlwfzn,1,18677745842,OwVwYTm@tom.com,55,20190405091203,1
681854,upOoNy,2,17089201768,qWXTRB@sohu.com,74,20190405091203,0
873648,DaiuLIq,1,13720553971,UhgaEXL@163.com,52,20190405091203,2
490556,OnLEmE,1,13955923439,bNIYles@qq.com,50,20190405091203,2
917578,wKjMFw,1,15587063902,cjdvGmf@buaa.edu.cn,33,20190405091203,2
904196,IFfBCW,1,13024167337,BVTDGG@tom.com,48,20190405091203,0
587991,KUGLEwJ,2,15575151387,YkYnZ@189.com,36,20190405091203,1
659534,PJbKuv,1,15535694040,cZuuZs@tom.com,64,20190405091203,1
562697,eWfcQHV,2,14704827119,oNbpEs@sohu.com,14,20190405091203,0
917898,jkBdXNI,1,13021436737,ATnHTwA@aliyun.com,53,20190405091203,2
319080,UdvGmw,1,13368301547,mtilbw@126.com,31,20190405091203,2
986935,dZNaStz,2,18217434081,IYWCZ@qq.com,27,20190405091203,0
398127,YiaFJAL,1,18267126035,oxxdS@163.com,98,20190405091203,1
267380,NzjFkWb,2,18700017312,yWhrM@qq.com,69,20190405091203,1
842005,buizY,2,13135838634,YTkmOSb@163.com,46,20190405091203,2
530812,gmzFGdO,2,13834893094,WurSBWd@aliyun.com,46,20190405091203,1
224961,ftwVSmk,2,19940759627,XjTotyp@189.com,20,20190405091203,2
394461,esoPUr,1,19964613897,ZBpBZC@sohu.com,33,20190405091203,1
984491,JXXJL,1,18784481245,OVFtX@126.com,14,20190405091203,1
890581,xuTKvjb,2,17660142214,GUJgzw@aliyun.com,40,20190405091203,2
597790,zQyOJ,2,18569792024,ANgYX@126.com,60,20190405091203,0
420028,ZYDRBu,2,19918927841,axcdS@139.com,8,20190405091203,0
645947,KrSlfi,1,15540058991,xJWEAYw@aliyun.com,80,20190405091203,2
279307,qySDjMY,2,15702283602,LFAut@139.com,11,20190405091203,0
585621,sWzHby,1,18623260055,oylGfvC@189.com,16,20190405091203,1
846781,nuJdAmE,2,18775993256,JxJTQt@aliyun.com,7,20190405091203,1
528945,XSKDSe,2,17695055718,QEPRX@163.com,41,20190405091203,2
564604,mBiOaaf,2,14570179169,maslU@163.com,24,20190405091203,2
845868,LoAHaE,1,15248869549,FCqHj@163.com,85,20190405091203,1
502217,EITXTOD,2,18951022040,trjBy@139.com,54,20190405091203,1
585277,FcOaZJ,1,15998043337,KPHLNrY@buaa.edu.cn,79,20190405091203,2
609385,EDinTt,2,17310429220,tsDURtk@163.com,7,20190405091203,2
642626,dzjAz,1,14704576985,GeRiAUR@buaa.edu.cn,32,20190405091203,0
843468,kvTxmgF,2,13468833810,hbnTj@aliyun.com,37,20190405091203,0
914633,mphIcz,2,15788063718,UTsPeN@126.com,69,20190405091203,0
178042,IUvunuX,2,13795841864,mtTiXai@139.com,70,20190405091203,2
587770,ppbVPp,2,15655127238,Cdujxq@sina.com,83,20190405091203,0
456659,tvKCmbn,1,13078878076,ThxmvSx@buaa.edu.cn,92,20190405091203,1
210620,KGjevw,2,18215044930,dgezOsm@sina.com,48,20190405091203,1
388231,ryaHEL,2,13251538880,ngvuHX@buaa.edu.cn,94,20190405091203,2
337799,MJIQxDJ,2,14772540493,ybCrA@139.com,47,20190405091203,2
342833,KXJGvQ,2,13199576685,Kmpibit@aliyun.com,71,20190405091203,2
