10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10002,wu,1,1880512365,jjjj@qq.com,26,55556264461164,1
10003,wu,1,1880512365,jjjj@163.com,27,55556264461164,1
10004,wu,1,1880512365,jjjj@qq.com,28,55556264461164,1
10005,wu,1,1880512365,jjjj@qq.com,29,55556264461164,1
10006,wu,1,1880512365,jjjj@qq.com,30,55556264461164,1
10007,wu,1,1880512365,jjjj@qq.com,31,55556264461164,1
10008,wu,1,1880512365,jjjj@qq.com,32,55556264461164,1
10009,wu,1,1880512365,jjjj@qq.com,33,55556264461164,1
10010,wu,1,1880512365,jjjj@qq.com,34,55556264461164,1
10002,wu,1,1880512365,jjjj@qq.com,35,55556264461164,1
10003,wu,1,1880512365,jjjj@qq.com,36,55556264461164,1
10004,wu,1,1880512365,jjjj@qq.com,37,55556264461164,1
10005,wu,1,1880512365,jjjj@qq.com,38,55556264461164,1
10006,wu,1,1880512365,jjjj@qq.com,39,55556264461164,1
10007,wu,1,1880512365,jjjj@qq.com,30,55556264461164,1
10008,wu,1,1880512365,jjjj@qq.com,38,55556264461164,1
10009,wu,1,1880512365,jjjj@qq.com,21,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,22,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,23,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,24,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
10001,wu,1,1880512365,jjjj@qq.com,25,55556264461164,1
